,Timestamp,CALM,ANGRY,CONFUSED,SAD,SURPRISED,DISGUSTED,FEAR,HAPPY
0,0,0.4814814814814815,0.09876543209876543,0.1851851851851852,0.1604938271604938,0.02469135802469136,0.03703703703703703,0,0.01234567901234568
1,1,0.4938271604938271,0.07407407407407407,0.1604938271604938,0.1975308641975309,0.01234567901234568,0.06172839506172839,0,0
2,2,0.4938271604938271,0.08641975308641975,0.1851851851851852,0.1975308641975309,0.01234567901234568,0.02469135802469136,0,0
3,3,0.4320987654320987,0.07407407407407407,0.2222222222222222,0.1728395061728395,0.03703703703703703,0.02469135802469136,0.01234567901234568,0.02469135802469136
4,4,0.4567901234567901,0.08641975308641975,0.2098765432098765,0.1851851851851852,0.03703703703703703,0.01234567901234568,0,0.01234567901234568
5,5,0.4938271604938271,0.09876543209876543,0.1728395061728395,0.1234567901234568,0.02469135802469136,0.02469135802469136,0.01234567901234568,0.04938271604938271
6,6,0.5061728395061729,0.06172839506172839,0.1975308641975309,0.1851851851851852,0.01234567901234568,0.02469135802469136,0,0.01234567901234568
7,7,0.3950617283950617,0.1234567901234568,0.2222222222222222,0.1975308641975309,0.01234567901234568,0.01234567901234568,0.01234567901234568,0.02469135802469136
8,8,0.4444444444444444,0.08641975308641975,0.1358024691358025,0.2222222222222222,0.03703703703703703,0.02469135802469136,0,0.04938271604938271
9,9,0.3580246913580247,0.09876543209876543,0.1728395061728395,0.2345679012345679,0.02469135802469136,0.01234567901234568,0.01234567901234568,0.08641975308641975
10,10,0.4691358024691358,0.1358024691358025,0.1358024691358025,0.1481481481481481,0.02469135802469136,0.02469135802469136,0.01234567901234568,0.04938271604938271
11,11,0.4691358024691358,0.1234567901234568,0.1481481481481481,0.1358024691358025,0.03703703703703703,0.03703703703703703,0.02469135802469136,0.02469135802469136
12,12,0.4444444444444444,0.09876543209876543,0.1975308641975309,0.1604938271604938,0.01234567901234568,0.01234567901234568,0.02469135802469136,0.04938271604938271
13,13,0.4938271604938271,0.07407407407407407,0.1358024691358025,0.1604938271604938,0.02469135802469136,0.02469135802469136,0.01234567901234568,0.07407407407407407
14,14,0.3950617283950617,0.09876543209876543,0.1604938271604938,0.1728395061728395,0.03703703703703703,0.04938271604938271,0.02469135802469136,0.06172839506172839
15,15,0.4320987654320987,0.09876543209876543,0.1728395061728395,0.1975308641975309,0.03703703703703703,0.02469135802469136,0,0.03703703703703703
16,16,0.4197530864197531,0.1111111111111111,0.1358024691358025,0.1975308641975309,0.01234567901234568,0.03703703703703703,0.01234567901234568,0.07407407407407407
17,17,0.4320987654320987,0.1111111111111111,0.1604938271604938,0.1728395061728395,0.02469135802469136,0.02469135802469136,0,0.07407407407407407
18,18,0.4938271604938271,0.1111111111111111,0.1111111111111111,0.1851851851851852,0.01234567901234568,0.01234567901234568,0,0.07407407407407407
19,19,0.4320987654320987,0.09876543209876543,0.08641975308641975,0.2469135802469136,0.02469135802469136,0.02469135802469136,0.01234567901234568,0.07407407407407407
20,20,0.4320987654320987,0.1358024691358025,0.1234567901234568,0.1728395061728395,0.02469135802469136,0.02469135802469136,0,0.08641975308641975
21,21,0.4567901234567901,0.1111111111111111,0.1481481481481481,0.1604938271604938,0.03703703703703703,0,0.02469135802469136,0.06172839506172839
22,22,0.345679012345679,0.1111111111111111,0.1234567901234568,0.2716049382716049,0.01234567901234568,0.02469135802469136,0.01234567901234568,0.09876543209876543
23,23,0.3950617283950617,0.07407407407407407,0.1481481481481481,0.1975308641975309,0.01234567901234568,0.06172839506172839,0,0.1111111111111111
24,24,0.3950617283950617,0.08641975308641975,0.1234567901234568,0.1604938271604938,0.01234567901234568,0.04938271604938271,0,0.1728395061728395
25,25,0.3703703703703703,0.07407407407407407,0.1358024691358025,0.1604938271604938,0.03703703703703703,0.04938271604938271,0,0.1728395061728395
